original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
1508,4161130.0,4161446.0,1363.7368146964848,1363.9008306709266,,5,Would
1509,4161486.0,4162034.0,1363.921,1364.1805750798724,Would,9,you
1510,4198737.0,4199443.0,1382.0926517571886,1382.4471246006394,,3,ahh
1511,4199443.0,4200012.0,1382.4471246006394,1382.7324281150163,ahh,6,no
1512,4234266.0,4235333.0,1399.45,1399.97,ahh no,13,Donkey
1513,4235705.0,4236706.0,1400.16,1400.65,ahh no Donkey,20,Donkey
1514,4237607.0,4238098.0,1401.09,1401.3384664536743,ahh no Donkey Donkey,25,wake
1515,4238120.0,4238548.0,1401.34905111821,1401.5509584664526,ahh no Donkey Donkey wake,28,up
1516,4245369.0,4246002.0,1404.8722044728434,1405.1734824281154,,2,Da
1517,4246053.0,4247154.0,1405.217252396166,1405.7549520766784,Da,5,da
1518,4252789.0,4253287.0,1408.507731629393,1408.7317891373805,,5,Shrek
1519,4254082.0,4254511.0,1409.14,1409.34,Shrek,11,Shrek
1520,4254511.0,4254728.0,1409.34,1409.445271565494,Shrek Shrek,15,you
1521,4254755.0,4255406.0,1409.4588817891367,1409.768881789137,Shrek Shrek you,20,okay
1522,4257260.0,4258559.0,1410.69,1411.3169648562302,,2,Oh
1523,4260487.0,4260608.0,1412.25,1412.32,,1,I
1524,4260610.0,4261263.0,1412.321,1412.63,I,4,can't
1526,4261265.0,4262084.0,1412.631,1413.04,I can't,15,believe
1527,4262086.0,4262413.0,1413.041,1413.19,I can't believe,17,I'm
1529,4262415.0,4262903.0,1413.191,1413.44,I can't believe I'm,23,gon
1531,4262905.0,4263156.0,1413.441,1413.562076677315,I can't believe I'm gon na,29,be
1532,4263177.0,4263373.0,1413.5726613418526,1413.66,I can't believe I'm gon na be,31,a
1533,4263375.0,4264579.0,1413.661,1414.25,I can't believe I'm gon na be a,38,father
1534,4266892.0,4267570.0,1415.37,1415.71,,3,How
1535,4267572.0,4267920.0,1415.711,1415.89,How,7,did
1536,4267922.0,4268287.0,1415.891,1416.07,How did,12,this
1537,4268282.0,4269320.0,1416.067805111821,1416.5741533546322,How did this,19,happen
1538,4271526.0,4272117.0,1417.66,1417.94,,5,Allow
1539,4272113.0,4272574.0,1417.937805111821,1418.156805111821,Allow,8,me
1540,4272583.0,4272950.0,1418.161,1418.33,Allow me,11,to
1541,4272952.0,4273932.0,1418.331,1418.81,Allow me to,19,explain
1542,4274898.0,4275072.0,1419.3,1419.3848562300311,,3,You
1543,4275081.0,4275754.0,1419.389051118211,1419.708051118211,You,7,see
1544,4276149.0,4276437.0,1419.91,1420.050830670926,You see,12,when
1545,4276453.0,4276595.0,1420.058220447284,1420.12,You see when,14,a
1546,4276597.0,4276944.0,1420.121,1420.3,You see when a,18,man
1547,4276946.0,4277279.0,1420.301,1420.446389776358,You see when a man,22,has
1548,4277299.0,4278129.0,1420.4558146964844,1420.8692971246005,You see when a man has,30,certain
1549,4278173.0,4279074.0,1420.883076677315,1421.33,You see when a man has certain,39,feelings
1550,4279076.0,4279311.0,1421.331,1421.4384664536742,You see when a man has certain feelings,43,for
1551,4279333.0,4279477.0,1421.44905111821,1421.52,You see when a man has certain feelings for,45,a
1552,4279479.0,4280115.0,1421.521,1421.8384664536732,You see when a man has certain feelings for a,51,woman
1554,4281150.0,4282333.0,1422.3461022364206,1422.9134824281152,You see when a man has certain feelings for a woman a,62,powerful
1555,4282415.0,4283542.0,1422.953418530351,1423.504440894568,You see when a man has certain feelings for a woman a powerful,67,urge
1556,4283901.0,4284620.0,1423.69,1424.05,You see when a man has certain feelings for a woman a powerful urge,74,sweeps
1557,4284622.0,4284965.0,1424.051,1424.21,You see when a man has certain feelings for a woman a powerful urge sweeps,79,over
1558,4284967.0,4285384.0,1424.211,1424.4048562300316,You see when a man has certain feelings for a woman a powerful urge sweeps over,83,him
1559,4286425.0,4286812.0,1424.93,1425.11,,1,I
1560,4286938.0,4287589.0,1425.1717028753994,1425.5,I,6,know
1561,4287591.0,4288379.0,1425.501,1425.8776357827485,I know,10,how
1562,4288432.0,4288688.0,1425.9105846645375,1426.0188817891371,I know how,13,it
1563,4288709.0,4290183.0,1426.0294664536732,1426.7580511182105,I know how it,22,happened
1564,4293455.0,4293734.0,1428.3565175718838,1428.5,,1,I
1565,4293736.0,4294295.0,1428.501,1428.75,I,6,just
1566,4294295.0,4294793.0,1428.75,1429.0,I just,9,can't
1568,4294793.0,4295490.0,1429.0,1429.35,I just can't,20,believe
1569,4295490.0,4296131.0,1429.35,1429.6544728434496,I just can't believe,23,it
1570,4303575.0,4304042.0,1433.3,1433.52,,3,How
1571,4304044.0,4304339.0,1433.521,1433.6829073482425,How,8,does
1572,4304394.0,4304694.0,1433.6998817891365,1433.83,How does,11,it
1573,4304696.0,4304975.0,1433.831,1433.9743130990423,How does it,18,happen
1574,4321405.0,4325479.0,1442.003194888179,1443.9838658146962,,3,And
1575,4326579.0,4327438.0,1444.53,1444.94,And,7,cat's
1577,4327441.0,4327667.0,1444.941,1445.06,And cat's,12,in
1578,4327706.0,4327969.0,1445.0792971246,1445.2,And cat's in,16,the
1579,4327971.0,4328668.0,1445.201,1445.55,And cat's in the,23,cradle
1580,4328689.0,4329183.0,1445.560127795527,1445.7946006389775,And cat's in the cradle,27,and
1581,4329199.0,4329385.0,1445.8023322683707,1445.8926198083072,And cat's in the cradle and,31,the
1582,4329407.0,4330407.0,1445.903204472844,1446.39,And cat's in the cradle and the,38,silver
1583,4330429.0,4331325.0,1446.42,1446.84,And cat's in the cradle and the silver,44,spoon
1584,4332542.0,4333075.0,1447.4345047923323,1447.7025559105423,And cat's in the cradle and the silver spoon,51,little
1585,4333090.0,4333769.0,1447.7098083067076,1448.0249840255594,And cat's in the cradle and the silver spoon little,55,boy
1586,4333889.0,4334355.0,1448.083492012779,1448.32,And cat's in the cradle and the silver spoon little boy,60,blue
1587,4334357.0,4334518.0,1448.321,1448.3992971246005,And cat's in the cradle and the silver spoon little boy blue,64,and
1588,4334518.0,4334785.0,1448.3992971246005,1448.5205431309898,And cat's in the cradle and the silver spoon little boy blue and,68,the
1589,4334784.0,4335807.0,1448.52,1449.02,And cat's in the cradle and the silver spoon little boy blue and the,72,man
1590,4335809.0,4335987.0,1449.021,1449.108051118211,And cat's in the cradle and the silver spoon little boy blue and the man,75,in
1591,4335972.0,4336098.0,1449.118635782747,1449.18,And cat's in the cradle and the silver spoon little boy blue and the man in,79,the
1592,4336100.0,4337220.0,1449.181,1449.73,And cat's in the cradle and the silver spoon little boy blue and the man in the,84,moon
1593,4337852.0,4338297.0,1450.036805111821,1450.236805111821,,4,When
1594,4338306.0,4338531.0,1450.241,1450.36,When,8,you
1595,4338533.0,4339207.0,1450.361,1450.7,When you,15,coming
1596,4339249.0,4339981.0,1450.701,1451.06,When you coming,20,home
1597,4339983.0,4340787.0,1451.061,1451.4607028753987,When you coming home,24,son
1598,4340787.0,4341502.0,1451.4607028753987,1451.8129392971236,,2,Don't
1600,4341523.0,4342068.0,1451.823322683705,1452.097220447284,Don't,10,know
1601,4342096.0,4343028.0,1452.111,1452.5488817891369,Don't know,15,when
1602,4343480.0,4343711.0,1452.77,1452.89,Don't know when,19,but
1603,4343814.0,4344403.0,1452.9415015974432,1453.22,Don't know when but,22,we'll
1605,4344405.0,4344765.0,1453.221,1453.4048562300316,Don't know when but we'll,29,get
1606,4344777.0,4345663.0,1453.4122460063893,1453.8612460063894,Don't know when but we'll get,38,together
1607,4345845.0,4347291.0,1453.933258785942,1454.63,Don't know when but we'll get together,43,then
1608,4347373.0,4348659.0,1454.67,1455.31,Don't know when but we'll get together then,47,dad
1609,4348659.0,4349810.0,1455.31,1455.87,,6,Donkey
1610,4350751.0,4351118.0,1456.33,1456.51,Donkey,10,can
1611,4351120.0,4351343.0,1456.511,1456.61,Donkey can,14,you
1612,4351345.0,4351808.0,1456.611,1456.83,Donkey can you,19,just
1613,4351810.0,4352164.0,1456.831,1457.02,Donkey can you just,23,cut
1614,4352166.0,4352345.0,1457.021,1457.1,Donkey can you just cut,26,to
1615,4352347.0,4352609.0,1457.101,1457.23,Donkey can you just cut to,30,the
1616,4352611.0,4353248.0,1457.231,1457.55,Donkey can you just cut to the,35,part
1617,4353250.0,4353470.0,1457.551,1457.65,Donkey can you just cut to the part,41,where
1618,4353470.0,4353680.0,1457.65,1457.7519169329073,Donkey can you just cut to the part where,45,you're
1620,4353711.0,4354553.0,1457.767220447284,1458.18,Donkey can you just cut to the part where you're,57,supposed
1621,4354555.0,4354679.0,1458.181,1458.24,Donkey can you just cut to the part where you're supposed,60,to
1622,4354681.0,4355031.0,1458.241,1458.42,Donkey can you just cut to the part where you're supposed to,65,make
1623,4355033.0,4355337.0,1458.421,1458.57,Donkey can you just cut to the part where you're supposed to make,68,me
1624,4355339.0,4355971.0,1458.571,1458.88,Donkey can you just cut to the part where you're supposed to make me,73,feel
1625,4355973.0,4356939.0,1458.881,1459.3530990415345,Donkey can you just cut to the part where you're supposed to make me feel,80,better
1626,4359786.0,4360022.0,1460.7527795527162,1460.86,,3,You
1627,4360024.0,4360397.0,1460.861,1461.0429392971248,You,8,know
1628,4360397.0,4360627.0,1461.0429392971248,1461.163226837061,You know,10,I
1629,4360655.0,4361045.0,1461.176932907348,1461.36,You know I,15,love
1630,4361047.0,4361925.0,1461.361,1461.78,You know I love,21,Fiona
1631,4361927.0,4362515.0,1461.781,1462.0780511182106,You know I love Fiona,26,boss
1632,4362742.0,4363371.0,1462.18,1462.4948562300312,You know I love Fiona boss,32,right
1633,4365432.0,4365676.0,1463.5029073482444,1463.6127795527173,,4,What
1634,4365691.0,4365753.0,1463.62,1463.65,What,6,I
1635,4365755.0,4365958.0,1463.651,1463.75,What I,9,am
1636,4365961.0,4366349.0,1463.751,1463.9502875399355,What I am,17,talking
1637,4366366.0,4366818.0,1463.958881789137,1464.17,What I am talking,23,about
1638,4366820.0,4367405.0,1464.171,1464.4665175718842,What I am talking about,28,here
1639,4368229.0,4368580.0,1464.86,1465.04,What I am talking about here,31,is
1640,4368582.0,4369138.0,1465.041,1465.3209584664532,What I am talking about here is,35,you
1641,4370061.0,4370573.0,1465.7551437699688,1466.0137380191686,What I am talking about here is you,38,me
1642,4371178.0,4371629.0,1466.3,1466.53,What I am talking about here is you me,41,my
1643,4371631.0,4372546.0,1466.531,1466.96,What I am talking about here is you me my,48,cousin's
1645,4372548.0,4373117.0,1466.961,1467.24805111821,What I am talking about here is you me my cousin's,55,boat
1646,4373549.0,4373858.0,1467.45,1467.61,What I am talking about here is you me my cousin's boat,58,an
1647,4373860.0,4374217.0,1467.611,1467.784440894568,What I am talking about here is you me my cousin's boat an,62,ice
1648,4374217.0,4374607.0,1467.784440894568,1467.984440894568,What I am talking about here is you me my cousin's boat an ice,67,cold
1649,4374741.0,4375373.0,1468.05,1468.35,What I am talking about here is you me my cousin's boat an ice cold,75,pitcher
1650,4375375.0,4375455.0,1468.351,1468.4,What I am talking about here is you me my cousin's boat an ice cold pitcher,78,of
1651,4375619.0,4376575.0,1468.48,1468.9288817891372,What I am talking about here is you me my cousin's boat an ice cold pitcher of,86,mojitos
1652,4376746.0,4377239.0,1469.03,1469.26,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos,90,and
1653,4377241.0,4377586.0,1469.261,1469.44,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and,94,two
1654,4377588.0,4378279.0,1469.441,1469.77,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and two,100,weeks
1655,4378281.0,4378530.0,1469.771,1469.9,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and two weeks,103,of
1656,4378532.0,4379387.0,1469.901,1470.31,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and two weeks of,111,nothing
1657,4379389.0,4380021.0,1470.311,1470.62,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and two weeks of nothing,115,but
1658,4381798.0,4382545.0,1471.48,1471.8545686900952,What I am talking about here is you me my cousin's boat an ice cold pitcher of mojitos and two weeks of nothing but,123,fishing
1659,4385116.0,4385629.0,1473.1,1473.36,,3,Man
1660,4385631.0,4386013.0,1473.361,1473.54,Man,6,don't
1662,4386015.0,4386201.0,1473.541,1473.63,Man don't,13,you
1663,4386204.0,4386770.0,1473.631,1473.91,Man don't you,20,listen
1664,4386772.0,4386892.0,1473.911,1473.97,Man don't you listen,23,to
1665,4386894.0,4387283.0,1473.971,1474.16,Man don't you listen to,27,him
1666,4389460.0,4389869.0,1475.233194888179,1475.423194888179,,4,Look
1667,4389864.0,4390391.0,1475.421,1475.6780511182117,Look,11,having
1668,4390399.0,4390498.0,1475.682246006389,1475.7392971245995,Look having,13,a
1669,4390624.0,4391337.0,1475.801,1476.14,Look having a,18,baby
1670,4391339.0,4391561.0,1476.141,1476.258466453673,Look having a baby,21,is
1671,4391648.0,4392240.0,1476.301,1476.58,Look having a baby is,25,not
1672,4392242.0,4392572.0,1476.581,1476.7524920127785,Look having a baby is not,31,going
1673,4392613.0,4392808.0,1476.7726613418522,1476.85,Look having a baby is not going,34,to
1674,4392828.0,4393268.0,1476.86,1477.1,Look having a baby is not going to,39,ruin
1675,4393322.0,4393632.0,1477.11,1477.27,Look having a baby is not going to ruin,44,your
1676,4393634.0,4394502.0,1477.271,1477.6952715654943,Look having a baby is not going to ruin your,49,life
1677,4395287.0,4395614.0,1478.07,1478.24,,2,It's
1679,4395616.0,4396106.0,1478.241,1478.47,It's,8,not
1680,4396108.0,4396601.0,1478.471,1478.72,It's not,11,my
1681,4396603.0,4397311.0,1478.721,1479.06,It's not my,16,life
1682,4397313.0,4397681.0,1479.061,1479.23,It's not my life,18,I'm
1684,4397683.0,4398237.0,1479.231,1479.51,It's not my life I'm,28,worried
1685,4398239.0,4398927.0,1479.511,1479.84,It's not my life I'm worried,34,about
1686,4398929.0,4400053.0,1479.841,1480.39,It's not my life I'm worried about,42,ruining
1687,4401410.0,4401798.0,1481.06,1481.26,It's not my life I'm worried about ruining,45,it's
1689,4401800.0,4402030.0,1481.261,1481.355271565494,It's not my life I'm worried about ruining it's,51,the
1690,4402168.0,4403629.0,1481.423364217253,1482.1448562300318,It's not my life I'm worried about ruining it's the,57,kid's
1691,4405103.0,4405234.0,1482.856805111821,1482.936805111821,,1,I
1692,4405243.0,4405825.0,1482.941,1483.21,I,6,mean
1693,4406075.0,4406546.0,1483.35,1483.57,I mean,11,when
1694,4406548.0,4406768.0,1483.571,1483.68,I mean when,16,have
1695,4406777.0,4407081.0,1483.684194888179,1483.823194888179,I mean when have,20,you
1696,4407076.0,4407589.0,1483.821,1484.08,I mean when have you,25,ever
1697,4407591.0,4408099.0,1484.081,1484.32,I mean when have you ever,31,heard
1698,4408101.0,4408289.0,1484.321,1484.43,I mean when have you ever heard,35,the
1699,4408291.0,4409289.0,1484.431,1484.918466453673,I mean when have you ever heard the,42,phrase
1700,4410299.0,4410679.0,1485.412140575079,1485.5888178913738,I mean when have you ever heard the phrase,45,as
1701,4410729.0,4411623.0,1485.6140255591056,1486.0501277955273,I mean when have you ever heard the phrase as,51,sweet
1702,4411929.0,4412262.0,1486.21,1486.3716613418528,I mean when have you ever heard the phrase as sweet,54,as
1703,4412277.0,4412625.0,1486.3790511182106,1486.54,I mean when have you ever heard the phrase as sweet as,57,an
1704,4412627.0,4413610.0,1486.541,1487.02,I mean when have you ever heard the phrase as sweet as an,62,ogre
1705,4413612.0,4414197.0,1487.021,1487.3165175718846,I mean when have you ever heard the phrase as sweet as an ogre,65,or
1706,4415155.0,4415686.0,1487.776357827476,1488.0361022364225,I mean when have you ever heard the phrase as sweet as an ogre or,68,as
1707,4415715.0,4417106.0,1488.05,1488.73,I mean when have you ever heard the phrase as sweet as an ogre or as,78,nurturing
1708,4417108.0,4417532.0,1488.731,1488.9276357827475,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing,81,as
1709,4417580.0,4417885.0,1488.951,1489.11,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as,84,an
1710,4417887.0,4418801.0,1489.111,1489.55805111821,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an,89,ogre
1711,4419002.0,4419358.0,1489.6555591054316,1489.82,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre,92,or
1712,4419360.0,4419789.0,1489.821,1490.04,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or,96,how
1713,4419791.0,4420319.0,1490.041,1490.2885942492014,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how,102,about
1714,4421197.0,4421575.0,1490.7284345047924,1490.9038338658147,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how about,106,you're
1716,4421572.0,4422141.0,1490.92,1491.19,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how about you're,113,gon
1718,4422144.0,4422778.0,1491.191,1491.5,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how about you're gon na,121,love
1719,4422780.0,4423315.0,1491.501,1491.7620766773157,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how about you're gon na love,124,my
1720,4423508.0,4424469.0,1491.8653130990422,1492.317220447284,I mean when have you ever heard the phrase as sweet as an ogre or as nurturing as an ogre or how about you're gon na love my,128,dad
1721,4425253.0,4425847.0,1492.71,1492.9912460063897,,2,He's
1723,4425864.0,4426116.0,1493.008220447284,1493.13,He's,6,a
1724,4426119.0,4426794.0,1493.131,1493.4545686900951,He's a,11,real
1725,4427034.0,4428192.0,1493.58,1494.1433226837055,He's a real,16,ogre
1726,4428671.0,4429384.0,1494.37,1494.7261980830656,,4,Okay
1727,4429410.0,4430082.0,1494.7389776357816,1495.069968051117,Okay,9,okay
1728,4430146.0,4430469.0,1495.101,1495.24,Okay okay,11,I
1729,4430536.0,4430830.0,1495.2729488817895,1495.4252715654948,Okay okay I,15,get
1730,4430858.0,4431232.0,1495.4390511182107,1495.6124920127788,Okay okay I get,18,it
1731,4432295.0,4432520.0,1496.15,1496.26,,4,Look
1732,4432522.0,4433279.0,1496.261,1496.63,Look,11,nobody
1733,4433288.0,4433712.0,1496.634194888179,1496.833194888179,Look nobody,16,said
